LAT;LNG;PERIODO;FECHA;DIA;HORARIO;HORARIO-HASTA;EVENTO;LUGAR;DIRECCION;DIRECCION_NORMALIZADA;DESCRIPCION;ORGANIZA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARG
;;201612;4/12/2016;DOMINGO;17 HS;;CONCIERTO DEL CORO TRILCE/ NAVIDAD COLONIAL HISPANOAMERICANA;PARROQUIA SAN JOSE  DIEGO PALMA 215 - SAN ISIDRO, PROVINCIA DE BUENOS AIRES;DIEGO PALMA 215 - SAN ISIDRO, PROVINCIA DE BUENOS AIRES;;EL CORO ESTABLE DE LA DIRECCION GENERAL DEL LIBRO PRESENTA NAVIDAD COLONIAL HISPANOAMERICANA. LA ACTIVIDAD ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;;;;
-34,58671905;-58,42307139;201612;9/12/2016;VIERNES;20.30 HS;;CONCIERTO DEL CORO TRILCE/ NAVIDAD COLONIAL HISPANOAMERICANA;PARROQUIA ORTODOXA SAN MARTIN DE TOURS;ARMENIA 2133;ARMENIA 2133;EL CORO ESTABLE DE LA DIRECCION GENERAL DEL LIBRO PRESENTA NAVIDAD COLONIAL HISPANOAMERICANA. LA ACTIVIDAD ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;PALERMO;COMUNA 14;1425;C1425FBC
-34,57965278;-58,45324683;201612;11/12/2016;DOMINGO;12.20 HS;;CONCIERTO DEL CORO TRILCE/ NAVIDAD COLONIAL HISPANOAMERICANA;PARROQUIA SAN PABLO APOSTOL;AV. ALVAREZ THOMAS 795;ALVAREZ THOMAS AV. 795;EL CORO ESTABLE DE LA DIRECCION GENERAL DEL LIBRO PRESENTA NAVIDAD COLONIAL HISPANOAMERICANA. LA ACTIVIDAD ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;COLEGIALES;COMUNA 13;1427;C1427CCH
-34,637455;-58,407559;201612;3/12/2016;SABADO;16 HS;;AL TUN TUN - MUSICA PARA CHICOS;BIBLIOTECA ENRIQUE BANCHS;AV. CASEROS Y URQUIZA;CASEROS AV Y URQUIZA GRAL.;ESPECTACULO REALIZADO POR UNA BANDA DE MUSICA PARA CHICOS. LA ENTRADA ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;PARQUE PATRICIOS;COMUNA 4;;
-34,58649383;-58,39157761;201612;1/12/2016;JUEVES;20.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;1/12/2016;JUEVES;21 HS;;LA PIEL DEL POEMA;CAPILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DE LA PROGRAMACION REGULAR DE ESCENICAS EN EL CCR, EN ESTA OCASION SE PRESENTARA LA OBRA DE TEATRO DE IGNACIO BARTOLONE.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;2/12/2016;VIERNES;20 HS;;LOS GIRASOLES DE MARTIN BOULOCQ (BOLIVIA) + EL ORGANISMO DE IVAN FUND (ARGENTINA);MICROCINE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DE LA PROGRAMACION DEL CICLO DEDICADO AL CINE ARGENTINO Y LATINOAMERICANO DEL CCR, EN ESTA OCASION SE PRESENTARA  LA PELICULA DEL DIRECTOR BOLIVIANO Y SEGUIDO LA DEL DIRECTOR ARGENTINO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;2/12/2016;VIERNES;22 HS;;EL VIENTO SABE QUE VUELVO A CASA DE JOSE LUIS TORRE LEIVA (CHILE);MICROCINE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DE LA PROGRAMACION DEL CICLO DEDICADO AL CINE ARGENTINO Y LATINOAMERICANO DEL CCR, EN ESTA OCASION SE PRESENTARA  LA PELICULA DEL DIRECTOR CHILENO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;3/12/2016;SABADO;16 HS;;CULTURA HIP-HOP;SALA 6 Y PATIO DEL ALJIBE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;ACTIVIDAD QUE SE REALIZA LOS SABADOS. ESPACIO QUE SE PROPONE FUNCIONAR COMO PUNTO DE ENCUENTRO PARA JOVENES CULTORES DEL HIP HOP Y LOS 4 ELEMENTOS QUE LA CONFORMAN: RAP (POESIA), TURNTABLISM (DJS), BREAKDANCING (BAILE) Y GRAFFITI (PINTURA). LA ACTIVIDAD ES GRATUITA.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;3/12/2016;SABADO;18 HS;;CASO DE EXITO;CAPILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DE LA PROGRAMACION REGULAR DE ESCENICAS EN EL CCR, EN ESTA OCASION SE PRESENTARA LA OBRA DE TEATRO DE IGNACIO OLIVERA Y JUAN PABLO SCHAPIRA.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;3/12/2016;SABADO;20 HS;;RADAR CINE/ VIDRIOS DE FEDERICO LUIS TACHELLA & IGNACIO BOLLINI;MICROCINE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;EN RADAR CINE SE PROYECTAN PELICULAS DE JOVENES DIRECTORES ARGENTINOS Y NUEVOS REALIZADORES LATINOAMERICANOS, CON EL FIN DE ABRIR UN DIALOGO CON LA ESCENA REGIONAL. EN ESTA OCASION SE PROYECTARA LA PELICULA DE LOS DIRECTORES ARGENTINOS. EL CICLO RADAR APUNTA A VISIBILIZAR Y POTENCIAR EL TRABAJO DE LOS JOVENES CREADORES SUB-30 EN DISTINTAS DISCIPLINAS: MUSICA, LITERATURA, CINE, ARTES VISUALES Y ESCENICAS.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;3/12/2016;SABADO;22.30 HS;;RADAR CINE/ O DIABO MORA AQUI DE RODRIGO GASPARINI Y DANTE;MICROCINE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;EN RADAR CINE SE PROYECTAN PELICULAS DE JOVENES DIRECTORES ARGENTINOS Y NUEVOS REALIZADORES LATINOAMERICANOS, CON EL FIN DE ABRIR UN DIALOGO CON LA ESCENA REGIONAL. EN ESTA OCASION SE PROYECTARA LA PELICULA BRASILEÑA. EL CICLO RADAR APUNTA A VISIBILIZAR Y POTENCIAR EL TRABAJO DE LOS JOVENES CREADORES SUB-30 EN DISTINTAS DISCIPLINAS: MUSICA, LITERATURA, CINE, ARTES VISUALES Y ESCENICAS.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;6/12/2016;MARTES;19.30 HS;;FESTIVAL BUENOS AIRES DANZA CONTEMPORANEA/ TRADUTTORE, TRADITORE;CAPILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DEL FESTIVAL BUENOS AIRES DANZA CONTEMPORANEA. LA ENTRADA ES GRATUITA.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;6/12/2016;MARTES;21 HS;;LEJOS;SUM - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DE LA PROGRAMACION REGULAR DE DANZA EN EL CCR, EN ESTA OCASION SE PRESENTARA LA OBRA DE MARINA SARMIENTO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;7/12/2016;MIERCOLES;20 HS;;RADAR MUSICA/ SERGIO SANCHEZ DJ, TAXISTAS, UN CIERVO;CAPILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;RADAR MUSICA SE LLEVA A CABO LOS DIAS MIERCOLES. EL CICLO RADAR APUNTA A VISIBILIZAR Y POTENCIAR EL TRABAJO DE LOS JOVENES CREADORES SUB-30 EN DISTINTAS DISCIPLINAS: MUSICA, LITERATURA, CINE, ARTES VISUALES Y ESCENICAS.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;8/12/2016;JUEVES;17.30 HS;;FESTIVAL BUENOS AIRES DANZA CONTEMPORANEA/ PEQUEÑO POEMA LIRICO;HALL CENTRAL - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DEL FESTIVAL BUENOS AIRES DANZA CONTEMPORANEA, EN ESTA OCASION SE REALIZARA LA PERFORMANCE DIRIGIDA POR MARINA BRUSCO. INTERPRETES: MARINA BRUSCO Y VICENTE MANZONI. MUSICO: VALENTIN MANZONI. LA ENTRADA ES GRATUITA.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;8/12/2016;JUEVES;18 HS;;FESTIVAL BUENOS AIRES DANZA CONTEMPORANEA/ LAS BARBAS EN REMOJO;CAPILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;"COMO PARTE DEL FESTIVAL BUENOS AIRES DANZA CONTEMPORANEA, EN ESTA OCASION SE PRESENTARA LAS BRABAS EN REMOJO. GRUPO: COMPAÑIA DE DANZA ""ANDREA BERUTTI”INTERPRETES: AGUSTINA SUERO, BELEN MURA, AGUSTINA RODRIGUEZ, ZAIRA CLARAMUNT (SUPLENTES: FEDERICO BAGNATO Y AILIN VIDELA). LA ENTRADA ES GRATUITA.";CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;9/12/2016;VIERNES;17 HS;;HAZLO TU MISMO;TERRAZA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;PROPUESTAS FORMATIVAS. JORNADA MASIVA DE TALLERES ABIERTOS TALLERES ABIERTOS + MUESTRAS  +  MUSICA + SORPRESAS. ENTRADA GRATUITA.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;9/12/2016;VIERNES;20 HS;;LOS GIRASOLES DE MARTIN BOULOCQ (BOLIVIA) + EL ORGANISMO DE IVAN FUND (ARGENTINA);MICROCINE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DE LA PROGRAMACION DEL CICLO DEDICADO AL CINE ARGENTINO Y LATINOAMERICANO DEL CCR, EN ESTA OCASION SE PRESENTARA  LA PELICULA DEL DIRECTOR BOLIVIANO Y SEGUIDO LA DEL DIRECTOR ARGENTINO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;9/12/2016;VIERNES;22 HS;;EL VIENTO SABE QUE VUELVO A CASA DE JOSE LUIS TORRE LEIVA (CHILE);MICROCINE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DE LA PROGRAMACION DEL CICLO DEDICADO AL CINE ARGENTINO Y LATINOAMERICANO DEL CCR, EN ESTA OCASION SE PRESENTARA  LA PELICULA DEL DIRECTOR CHILENO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;10/12/2016;SABADO;16 HS;;CULTURA HIP-HOP;SALA 6 Y PATIO DEL ALJIBE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;ACTIVIDAD QUE SE REALIZA LOS SABADOS. ESPACIO QUE SE PROPONE FUNCIONAR COMO PUNTO DE ENCUENTRO PARA JOVENES CULTORES DEL HIP HOP Y LOS 4 ELEMENTOS QUE LA CONFORMAN: RAP (POESIA), TURNTABLISM (DJS), BREAKDANCING (BAILE) Y GRAFFITI (PINTURA). LA ACTIVIDAD ES GRATUITA.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;10/12/2016;SABADO;18 HS;;CASO DE EXITO;CAPILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;COMO PARTE DE LA PROGRAMACION REGULAR DE ESCENICAS EN EL CCR, EN ESTA OCASION SE PRESENTARA LA OBRA DE TEATRO DE IGNACIO OLIVERA Y JUAN PABLO SCHAPIRA.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;14/12/2016;MIERCOLES;19 HS;;INAUGURACION DE LA MUESTRA EL MUSEO DE LOS MUNDOS IMAGINARIOS;CRONOPIOS, J Y C - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;EL MUSEO DE LOS MUNDOS IMAGINARIOS REEDITA UNA EXPERIENCIA DESARROLLADA EN EL MUSEO DE ARTE CONTEMPORANEO DE MAR DEL PLATA (MAR). CURADOR: RODRIGO ALONSO ARTISTAS INLCUIDOS EN LA MUESTRA: ANANKE ASSEFF, DOLORES AVENDAÑO, AMADEO AZAR, EDUARDO BASUALDO, JAVIER BILATZ, ERICA BOHM, MARCELA CABUTTI, EUGENIA CALVO, SUSAN CONSORTE, FERMIN EGUIA, RAQUEL FORNER, ALEJANDRO GABRIEL, LEONIDAS GAMBARTES, SEBASTIAN GORDIN, GYULA KOSICE, MARCOS LOPEZ, JAVIER MRAD, TADEO MULEIRO, TATIANA PARCERO, DUILIO PIERRI, SAN POGGIO, LILIANA PORTER, PROYECTO BIOPUS, RES, SILVIA RIVAS, XUL SOLAR, PAULA TOTO BLAKE, CARLOS TRILNICK, ANABEL VANONI. LA EXPOSICION SE PUEDE VER HASTA EL 23 DE ABRIL DE 2017.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;14/12/2016;MIERCOLES;20 HS;;RADAR MUSICA/ JUAN MANUEL STRASSBURGER DJ, LOS MUTANTES DEL PARANA, OVVOL;CAPILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;RADAR MUSICA SE LLEVA A CABO LOS DIAS MIERCOLES. EL CICLO RADAR APUNTA A VISIBILIZAR Y POTENCIAR EL TRABAJO DE LOS JOVENES CREADORES SUB-30 EN DISTINTAS DISCIPLINAS: MUSICA, LITERATURA, CINE, ARTES VISUALES Y ESCENICAS.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;15/12/2016;JUEVES;19 HS;;RADAR LITERATURA/ NO LO INTENTEN EN SUS CASAS;PATIO DEL ALJIBE - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;RADAR LITERATURA SE LLEVA A CABO EL TERCER JUEVES DE CADA MES. SE TRATA DE UNA ACTIVIDAD QUE FUSIONA LA LITERATURA CON LA MUSICA, LA PERFORMANCE, LAS ARTES VISUALES, LA FIESTA, LA CULTURA URBANA Y EL HAPPENING. CURADORES: CHRISTIAN BROEMMEL Y C. CASTAGNA. LA ACTIVIDAD ES GRATUITA.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;2/12/2016;VIERNES;20.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;2/12/2016;VIERNES;23.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;3/12/2016;SABADO;19 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;3/12/2016;SABADO;22 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;4/12/2016;DOMINGO;20 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;7/12/2016;MIERCOLES;20.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;8/12/2016;JUEVES;20.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;9/12/2016;VIERNES;20.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;9/12/2016;VIERNES;23.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;10/12/2016;SABADO;19 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;10/12/2016;SABADO;22 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;11/12/2016;DOMINGO;20 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;16/12/2016;VIERNES;20.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;16/12/2016;VIERNES;23.30 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;17/12/2016;SABADO;19 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;17/12/2016;SABADO;22 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,58649383;-58,39157761;201612;18/12/2016;DOMINGO;20 HS;;FUERZA BRUTA;SALA VILLA VILLA - CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN 1930;FUERZA BRUTA UTILIZA LUCES ESTROBOSCOPICAS, AGUA Y HUMO. EL PUBLICO PERMANECE PARADO LOS 80 MINUTOS QUE DURA EL ESPECTACULO.;CENTRO CULTURAL RECOLETA;RECOLETA;COMUNA 2;1113;C1113AAX
-34,59788444;-58,4298033;201612;2/12/2016;VIERNES;19 HS;;CICLO TAIWAN CINEMA/ POLVO EN EL VIENTO (1986) DE HOU HSIAO-HSIEN;CASA DE LA LECTURA - BIBLIOTECA JULIO CORTAZAR;LAVALLEJA 924;LAVALLEJA 924;COMO PARTE DEL CICLO DE CINE SE PROYECTARA LA PELICULA DE HOU HSIAO-HSIEN. LA ENTRADA ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;VILLA CRESPO;COMUNA 15;1414;C1414DTT
-34,59788444;-58,4298033;201612;3/12/2016;SABADO;14 HS;;BIBLIOTECA HUMANA: LIBROS DE VIHDA;CASA DE LA LECTURA - BIBLIOTECA JULIO CORTAZAR;LAVALLEJA 924;LAVALLEJA 924;PERSONAS CUENTAN SUS HISTORIAS DE VIDACONOCE NUEVAS HISTORIAS PARA DESAFIAR LOS PREJUICIOS SOBRE EL VIH/SIDA. LA ENTRADA ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;VILLA CRESPO;COMUNA 15;1414;C1414DTT
-34,59788444;-58,4298033;201612;10/12/2016;SABADO;17 HS;;CONCIERTO DEL CORO TRILCE/ NAVIDAD COLONIAL HISPANOAMERICANA;CASA DE LA LECTURA - BIBLIOTECA JULIO CORTAZAR;LAVALLEJA 924;LAVALLEJA 924;EL CORO ESTABLE DE LA DIRECCION GENERAL DEL LIBRO PRESENTA NAVIDAD COLONIAL HISPANOAMERICANA. LA ACTIVIDAD ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;VILLA CRESPO;COMUNA 15;1414;C1414DTT
-34,59788444;-58,4298033;201612;16/12/2016;VIERNES;19 HS;;CICLO TAIWAN CINEMA/ LOS REBELDES DE NUO-TZA (1992) DE TSAI MING-LIANG;CASA DE LA LECTURA - BIBLIOTECA JULIO CORTAZAR;LAVALLEJA 924;LAVALLEJA 924;COMO PARTE DEL CICLO DE CINE SE PROYECTARA LA PELICULA DE TSAI MING-LIANG. LA ENTRADA ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;VILLA CRESPO;COMUNA 15;1414;C1414DTT
-34,59350455;-58,39009368;201612;8/12/2016;JUEVES;20 HS;;CONCIERTO DEL CORO TRILCE/ NAVIDAD COLONIAL HISPANOAMERICANA;IGLESIA CORAZON EUCARISTICO DE JESUS (LAS ESCLAVAS);MONTEVIDEO 1372;MONTEVIDEO 1372;EL CORO ESTABLE DE LA DIRECCION GENERAL DEL LIBRO PRESENTA NAVIDAD COLONIAL HISPANOAMERICANA. LA ACTIVIDAD ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;RECOLETA;COMUNA 2;1018;C1018ACD
-34,63405171;-58,43833783;201612;15/12/2016;JUEVES;18.30 HS;;CHARLA: EL VERDADERO SENTIDO DE LA NAVIDAD;BIBLIOTECA ESTANISLAO DEL CAMPO;PASAJE DE LAS ARTES 1210;DE LAS ARTES 1210;CHARLA ORGANIZADA EN CONJUNTO CON LA FUNDACION HASTINA PURA. LA ENTRADA ES GRATUITA.;DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA;PARQUE CHACABUCO;COMUNA 7;1424;C1424BCH
-34,60536777;-58,38858503;201612;2/12/2016;VIERNES;19 HS;;INAUGURACION DE LA MUESTRA BUENOS AIRES 50/50;HALL AB - CENTRO CULTURAL SAN MARTIN;SARMIENTO 1551;SARMIENTO 1551;INAUGURACION DE LA MUESTRA CON LOS GANADORES DE LA CONVOCATORIA DEL CONCURSO BUENOS AIRES 50/50. EL CIERRE DE LA MUESTRA ES EL 21 DE DICIEMBRE.;CENTRO CULTURAL GENERAL SAN MARTIN;SAN NICOLAS;COMUNA 1;1042;C1042ABC
