X;Y;NOMBRE;DOMICILIO;IMAGEN;AUTOMAT;OBSERV;NRO_EST;HORARIO;DIRE_NORM
-58.3725350641629;-34.5947530965532;DELLA PAOLERA;CARLOS M. DELLA PAOLERA 297 ENTRE LEANDRO N ALEM Y EDUARDO MADERO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;nov-16;114;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;297 DELLA PAOLERA CARLOS M
-58.3954716595379;-34.6022901190225;LAVALLE;AYACUCHO 595 ENTRE TUCUMAN Y LAVALLE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;84;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;595 AYACUCHO
-58.409034003474;-34.5946161105705;AGUERO;AGUERO Y MANSILLA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ene-16;85;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;AGUERO Y MANSILLA
-58.41385892691;-34.5946291440332;BILLINGHURST;DE LA CARCOVA 3508;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;66;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3508 DE LA CARCOVA
-58.4258164359583;-34.5926725119968;ARAOZ;ARAOZ 1413 ENTRE GORRITI Y HONDURAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;70;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1413 ARAOZ
-58.3696217086806;-34.5993374576641;BOUCHARD;VIAMONTE 101 Y BOUCHARD;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-16;55;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;101 VIAMONTE
-58.3907862838861;-34.5878120499245;QUINTANA;MANUEL QUINTANA 600;ESTACION_AUTOMATICA.PNG;AUTOMATICA;nov-16;115;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;600 QUINTANA MANUEL
-58.4011477812048;-34.5836773298631;HOSPITAL RIVADAVIA;LUCENA PEREYRA 2516 ENTRE LAS HERAS Y PAGANO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-16;50;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2516 PEREYRA LUCENA
-58.404230050846;-34.6128670912616;MISIONES;MISIONES ENTRE ADOLFO ALSINA Y MORENO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;AGOSTO DE 2016;88;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;MISIONES Y ALSINA ADOLFO
-58.3803382442443;-34.5914156869824;SUIPACHA Y ARROYO;ARROYO Y SUIPACHA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;"AGOSTO 2016 - EN JULIO DE 2017 CAMBIO SU NOMBRE Y UBICACION. ANTES ERA ""ARROYO""";78;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ARROYO Y SUIPACHA
-58.4303198693955;-34.6241295471149;DOBLAS;DOBLAS 608 Y VALLE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-16;80;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;608 DOBLAS
-58.425477470589;-34.6385009158718;SENILLOSA;SENILLOSA 1905 Y ZAÑARTU;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-16;67;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1905 SENILLOSA
-58.4315358969846;-34.6198285372612;GUAYAQUIL;GUAYAQUIL 213 Y DOBLAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA! SEPTIEMBRE 2016;87;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;213 GUAYAQUIL
-58.4274014111176;-34.6352502807008;AVELINO DIAZ;AVELINO DIAZ 499 Y DOBLAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA! SEPTIEMBRE 2016;97;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;499 DIAZ AVELINO
-58.4224224038072;-34.6288173658193;TREINTA Y TRES ORIENTALES;CONSTITUCION 4101 Y TREINTA Y TRES ORIENTALES;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA! SEPTIEMBRE 2016;49;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;4101  CONSTITUCION
-58.4017203693307;-34.6213560813577;SAAVEDRA;SAAVEDRA 1027 ENTRE CARLOS CALVO Y HUMBERTO 1º;ESTACION_AUTOMATICA.PNG;AUTOMATICA;sep-16;86;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1027 SAAVDREA
-58.3933174506005;-34.5891497441135;CEMENTERIO DE LA RECOLETA;VICENTE LOPEZ 2050 ENTRE JUNIN Y URIBURU;ESTACION_AUTOMATICA.PNG;AUTOMATICA;INAUGURADA 3/10/2016;166;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2050 LOPEZ VICENTE
-58.3639690795297;-34.6117206752694;AZUCENA VILLAFLOR;AZUCENA VILLAFLOR Y PIERINA DEALESSI;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;79;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;VILLAFLOR AZUCENA Y DEALESSI PIERINA
-58.3630905091709;-34.6180820211727;VERA PEÑALOZA;ROSARIO VERA PEÑALOZA Y OLGA COSSETTINI;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;150;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ROSARIO VERA PEÑALOZA Y OLGA COSSETINI
-58.4028266768832;-34.6168125831672;MEXICO;SAAVEDRA Y MEXICO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;118;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;MEXICO Y SAAVEDRA
-58.3958974659054;-34.6151962004792;RINCON;VENEZUELA 2091 Y RINCON;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;106;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2091 REPUBLICA BOLIVARIANA DE VENEZUELA
-58.4050191499757;-34.6317246877284;SALCEDO;SALCEDO 2908 Y DEAN FUNES;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;92;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2908 SALCEDO
-58.3948309043474;-34.6112703094325;SARANDI;SARANDI ENTRE ADOLFO ALSINA E HIPOLITO YRIGOYEN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;77;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;SARANDI E YRIGOYEN HIPOLITO AV
-58.3989047029342;-34.6121235856114;PLAZA PRIMERO DE MAYO;PICHINCHA ENTRE ADOLFO ALSINA Y MORENO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;75;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;PICHINCHA Y ALSINA ADOLFO
-58.4091104754517;-34.6175490894938;HOSPITAL RAMOS MEJIA;AGRELO ENTRE  GRAL. URQUIZA, Y GRAL. LA RIOJA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;120;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;URQUIZA GRAL Y AGRELO
-58.360905798483;-34.6118079128888;AIME PAINE;AZUCENA VILLAFLOR 553 ENTRE CALABRIA Y AIME PAINE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;dic-16;151;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;553 VILLAFLOR AZUCENA
-58.4429012738521;-34.5998125732878;ACEVEDO;ACEVEDO Y PADILLA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ene-17;136;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ACEVEDO Y PADILLA
-58.4424227041164;-34.5890491463383;FITZ ROY;FITZ ROY 1092 Y LOYOLA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ene-17;101;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1092 FITZ ROY
-58.3562574144993;-34.6287807815099;USINA DEL ARTE;CAFFARENA AGUSTIN Y DON PEDRO DE MENDOZA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ene-17;108;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CAFFARENA AGUSTIN Y DON PEDRO DE MENDOZA
-58.4155158417582;-34.6118758790199;DON BOSCO;DON BOSCO Y VIRREY LINIERS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ene-17;134;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;DON BOSCO Y LINIERS VIRREY
-58.3591314290536;-34.6174858237339;JULIETA LANTERI;VERA PEÑALOSA ENTRE CALABRIA Y JULIETA LANTERI;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ene-17;152;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;VERA PEÑALOZA ROSARIO Y LANTERI JULIETA
-58.4196778632351;-34.6020579240949;HUMAHUACA;HUMAHUACA 3918;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ene-17;161;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3918 HUMAHUACA
-58.3869126629142;-34.6016160280163;URUGUAY;TUCUMAN Y URUGUAY;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;45;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;TUCUMAN Y URUGUAY
-58.3807663115229;-34.6123893028971;9 DE JULIO;9 DE JULIO Y MORENO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;112;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;9 DE JULIO AV Y MORENO
-58.3976842717633;-34.5883718391208;EMILIO MITRE;PLAZA EMILIO MITRE - LARREA Y PACHECO DE MELO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;119;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;LARREA Y PACHECO DE MELO JOSE
-58.3682319681783;-34.6041288551832;PLAZA HIPOLITO BOUCHARD;PLAZA HIPOLITO BOUCHARD - AV EDUARDO MADERO Y PERON JUAN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;128;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;MADERO EDUARDO AV Y PERON JUAN D
-58.3736760826555;-34.6031208697631;CORRIENTES;AV CORRIENTES Y SAN MARTIN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;132;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CORRIENTES AV Y SAN MARTIN
-58.3797648546651;-34.5964557626181;MARCELO T. DE ALVEAR;MARCELO T DE ALVEAR Y SUIPACHA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;135;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ALVEAR MARCELO T Y SUIPACHA
-58.3814348855933;-34.6153639565906;LIMA;LIMA Y MEXICO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;149;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;LIMA Y MEXICO
-58.4121047191476;-34.6002248637866;GALLO;GALLO Y TUCUMAN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;154;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;GALLO Y TUCUMAN
-58.3667552894084;-34.6180669522061;FACULTAD DE INGENIERIA;ESTADOS UNIDOS ENTRE AZOPARDO Y HUERGO AV;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;164;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ESTADOS UNIDOS Y AZOPARDO
-58.3781066372255;-34.6037187781396;ESMERALDA Y CORRIENTES;ESMERALDA Y AV CORRIENTES;ESTACION_AUTOMATICA.PNG;AUTOMATICA;feb-17;175;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ESMERALDA Y CORRIENTES AV
-58.4009623109061;-34.6339776263697;15 DE NOVIEMBRE;15 DE NOVIEMBRE DE 1889 2687 ENTRE CATAMARCA Y JUJUY;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;105;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2687 15 DE NOVIEMBRE DE 1889
-58.4217046052783;-34.5982221815643;ACUÑA DE FIGUEROA;LAVALLE Y ACUÑA DE FIGUEROA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;54;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;LAVALLE Y ACUÑA DE FIGUEROA FRANCISCO
-58.4367711514498;-34.5927067189234;CASTILLO;CASTILLO 815 ENTRE THAMES Y SERRANO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;100;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;815 CASTILLO
-58.415459396243;-34.6017606028946;GUARDIA VIEJA;GUARDIA VIEJA 3606 ENTRE BILLINGHURST Y MARIO BRAVO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;110;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3606 GUARDIA VIEJA
-58.4204074371223;-34.5916244590276;COSTA RICA;COSTA RICA 4090 Y ACUÑA DE FIGUEROA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;122;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;4090 COSTA RICA
-58.4295906822899;-34.5966937447772;LERMA;LERMA 185 Y JULIAN ALVAREZ;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;109;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;185 LERMA
-58.399368569691;-34.5871172067942;GUTIERREZ;JUAN MARIA GUTIERREZ ENTRE AGUERO Y LAPRIDA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;90;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;GUTIERREZ JUAN MARIA Y AGUERO
-58.4057904124662;-34.6017797128186;PUEYRREDON;BOULOGNE SUR MER Y TUCUMAN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;144;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;BOULOGNE SUR MER Y TUCUMAN
-58.4252046576498;-34.5856694443182;GUATEMALA;GUATEMALA 4799 ENTRE J.L. BORGES Y GURRUCHAGA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;113;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;4799 GUATEMALA
-58.4349548747257;-34.6001646648611;VELASCO;VELASCO 285 ENTRE JULIAN ALVAREZ Y LAVALLEJA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;129;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;285 VELASCO RAMIREZ DE JUAN
-58.4287810605936;-34.61506434662;HIPOLITO YRIGOYEN;HIPOLITO YRIGOYEN ENTRE MUÑIZ Y LA PLATA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;167;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;YRIGOYEN HIPOLITO AV Y LA PLATA AV
-58.4210441536038;-34.5854242215495;ARMENIA;ARMENIA 2393 Y CHARCAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;123;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2393 ARMENIA
-58.4123135602984;-34.5810816066871;UGARTECHE;UGARTECHE ENTRE CABELLO Y LAS HERAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;124;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;UGARTECHE Y CABELLO
-58.4131504686915;-34.6333089848092;VIRREY LINIERS;SALCEDO 3401 Y VIRREY LINIERS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;139;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3401 SALCEDO
-58.4157750441458;-34.635148035031;LAS CASAS;LAS CASAS 3587 ENTRE AV. BOEDO Y ALZAGA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;140;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3587 LAS CASAS
-58.3609331461699;-34.6340720907317;PINZON;PINZON 469 Y MARTIN RODRIGUEZ;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;176;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;469 PINZON
-58.4053126989307;-34.5824723755753;CABELLO;CABELLO ENTRE CNEL DIAZ Y ORTIZ DE OCAMPO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;mar-17;89;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CABELLO Y DIAZ CNEL AV
-58.3694305464774;-34.6399712146163;MINISTERIO DE JUSTICIA Y SEGURIDAD;REGIMIENTO DE PATRICIOS Y ARAOZ DE LAMADRID;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;126;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;REGIMIENTO DE PATRICIOS AV Y ARAOZ DE LAMADRID GREGORIO
-58.4550621945096;-34.5875483636412;FEDERICO LACROZE;AV CORRIENTES 6800 Y FEDERICO LACROZE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;104;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;6900 CORRIENTES AV
-58.3717059086228;-34.6308122093612;RUY DIAZ DE GUZMAN;RUY DIAZ DE GUZMAN Y AV. MARTIN GARCIA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;73;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;RUY DIAZ DE GUZMAN Y GARCIA MARTIN AV
-58.3809122746962;-34.608231785988;RIVADAVIA Y 9 DE JULIO;RIVADAVIA Y CARLOS PELLEGRINI;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;191;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;RIVADAVIA AV Y PELLEGRINI CARLOS
-58.3747525088729;-34.6220599419731;PLAZA CECILIA GRIERSON;AV SAN JUAN 632;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;173;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;632 SAN JUAN AV
-58.4378366120078;-34.5804694653892;RAVIGNANI;RAVIGNANI 1883 Y COSTA RICA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;145;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1883 RAVIGNANI EMILIO DR
-58.4119136707836;-34.5926966138816;BILLINGHURST Y MANSILLA;BILLINGHURST 1533 Y MANSILLA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;181;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1853 BILLINGHURST
-58.4450986553597;-34.5928392137991;VILLARROEL;VILLARROEL Y HUMBOLDT;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;158;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;VILLARROEL Y HUMBOLDT
-58.3620833603248;-34.6306928058918;JUAN MANUEL BLANES;JUAN MANUEL BLANES 383;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;153;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;383 BLANES JUAN MANUEL
-58.3884150937001;-34.6030044362865;PARANA;LAVALLE ENTTRE MONTEVIDEO Y PARANA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;83;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;LAVALLE Y PARANA
-58.3709849319133;-34.6256071806032;BRASIL;BRASIL Y DEFENSA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;172;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;BRASIL AV Y DEFENSA
-58.4077875519753;-34.6221944542981;HOSPITAL FRANCES;HOSPITAL FRANCES: CARLOS CALVO Y LA RIOJA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;146;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CALVO CARLOS Y LA RIOJA
-58.3947694934007;-34.6206013403211;CARLOS CALVO;CARLOS CALVO Y SARANDI;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;93;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CALVO CARLOS Y SARANDI
-58.3629996585557;-34.6049691631744;MACACHA GUEMES;MACACHA GUEMES Y JUANA MANSO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;abr-17;111;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;GUEMES MACACHA Y MANSO JUANA
